source,target
61989CJ0010,61984CJ0019
61995CJ0267,61984CJ0019
61983CJ0124,61984CJ0020
61995CJ0338,61984CJ0020
61999CJ0387,61984CJ0021
61985CJ0347,61984CJ0023
61988CJ0372,61984CJ0023
61992CJ0040,61984CJ0023
61993CJ0070,61984CJ0025
62001CJ0002,61984CJ0025
61984CJ0195,61984CJ0028
61985CJ0247,61984CJ0029
61985CJ0262,61984CJ0029
61985CJ0363,61984CJ0029
61987CJ0022,61984CJ0029
61993CJ0365,61984CJ0029
61995CJ0236,61984CJ0029
61997CJ0217,61984CJ0029
61999CJ0144,61984CJ0029
61999CJ0162,61984CJ0029
62000CJ0280,61984CJ0029
62001CJ0296,61984CJ0029
62002CJ0058,61984CJ0029
62003CJ0456,61984CJ0029
62007CJ0388,61984CJ0029
62008CJ0475,61984CJ0029
62008CJ0551,61984CJ0029
61987CJ0043,61984CJ0030
61992CJ0228,61984CJ0033
61985CJ0152,61984CJ0038
61986CJ0313,61984CJ0041
61987CJ0359,61984CJ0041
61988CJ0033,61984CJ0041
61989CJ0099,61984CJ0041
61989CJ0227,61984CJ0041
61990CJ0038,61984CJ0041
61993CJ0394,61984CJ0041
61994CJ0237,61984CJ0041
61995CJ0221,61984CJ0041
61999CJ0393,61984CJ0041
61984CJ0142,61984CJ0042
61984CJ0240,61984CJ0042
61984CJ0255,61984CJ0042
61984CJ0258,61984CJ0042
61984CJ0260,61984CJ0042
61992CJ0250,61984CJ0042
61993CJ0070,61984CJ0042
61993CJ0266,61984CJ0042
61996CJ0035,61984CJ0042
61996CJ0215,61984CJ0042
61999CJ0309,61984CJ0042
62004CJ0295,61984CJ0042
62005CJ0238,61984CJ0042
62006CJ0501,61984CJ0042
62012CJ0382,61984CJ0042
62013CJ0506,61984CJ0043
61988CJ0333,61984CJ0044
61989CJ0006,61984CJ0044
62008CJ0115,61984CJ0044
62009CJ0132,61984CJ0044
61985CJ0039,61984CJ0047
61986CJ0299,61984CJ0047
61988CJ0165,61984CJ0047
62009CJ0111,61984CJ0048
61988CJ0305,61984CJ0049
61998CJ0007,61984CJ0049
62003CJ0522,61984CJ0049
62005CJ0283,61984CJ0049
62010CJ0327,61984CJ0049
62016CO0505,61984CJ0050
61985CJ0040,61984CJ0052
61987CJ0094,61984CJ0052
61991CJ0183,61984CJ0052
61997CJ0075,61984CJ0052
62009CJ0454,61984CJ0052
62010CJ0610,61984CJ0052
61992CJ0113,61984CJ0058
61997CJ0442,61984CJ0058
61998CJ0161,61984CJ0058
61986CJ0236,61984CJ0059
62014CJ0095,61984CJ0059
61988CJ0145,61984CJ0060
61989CJ0260,61984CJ0060
61992CJ0275,61984CJ0060
61984CJ0204,61984CJ0067
61989CJ0096,61984CJ0067
62006CJ0383,61984CJ0067
61990CJ0039,61984CJ0073
62002CJ0270,61984CJ0084
61985CJ0059,61984CJ0094
61990CJ0003,61984CJ0094
61997CJ0337,61984CJ0094
62004CJ0258,61984CJ0094
61996CJ0083,61984CJ0100
61985CJ0263,61984CJ0103
61986CJ0240,61984CJ0103
61988CJ0021,61984CJ0103
61997CJ0365,61984CJ0103
62016CJ0518,61984CJ0103
61999CJ0085,61984CJ0104
62009CJ0016,61984CJ0104
62012CJ0177,61984CJ0104
62012CJ0216,61984CJ0104
61986CJ0287,61984CJ0105
61986CJ0324,61984CJ0105
61991CJ0029,61984CJ0105
61991CJ0132,61984CJ0105
61992CJ0382,61984CJ0105
61994CJ0171,61984CJ0105
61996CJ0173,61984CJ0105
61985CJ0196,61984CJ0106
61994CJ0090,61984CJ0106
62001CJ0387,61984CJ0106
61985CJ0235,61984CJ0107
61987CJ0231,61984CJ0107
61997CJ0149,61984CJ0107
62007CJ0357,61984CJ0107
62008CJ0262,61984CJ0107
61987CJ0225,61984CJ0108
62013CJ0140,61984CJ0110
61985CJ0200,61984CJ0112
61985CJ0433,61984CJ0112
61987CJ0240,61984CJ0112
61988CJ0132,61984CJ0112
61986CJ0188,61984CJ0116
61992CJ0113,61984CJ0117
62007CJ0420,61984CJ0119
61986CJ0039,61984CJ0122
61987CJ0249,61984CJ0123
61985CJ0341,61984CJ0128
61985CO0341,61984CJ0128
61981CJ0091,61984CJ0131
61997CJ0387,61984CJ0131
61985CJ0059,61984CJ0137
61996CJ0274,61984CJ0137
61996CJ0336,61984CJ0137
61997CJ0009,61984CJ0137
61997CJ0086,61984CJ0137
62014CJ0583,61984CJ0137
62015CJ0296,61984CJ0137
61985CJ0279,61984CJ0138
61992CJ0069,61984CJ0139
62005CO0233,61984CJ0139
61986CJ0246,61984CJ0142
61993CJ0056,61984CJ0142
61995CJ0008,61984CJ0142
61997CJ0119,61984CJ0142
62000CJ0204,61984CJ0142
62000CO0241,61984CJ0142
62007CJ0125,61984CJ0142
62010CJ0539,61984CJ0142
61987CJ0135,61984CJ0143
61995CJ0131,61984CJ0145
61987CJ0037,61984CJ0146
61998CJ0155,61984CJ0146
61984CJ0119,61984CJ0148
61986CJ0145,61984CJ0148
61988CJ0365,61984CJ0148
61993CJ0432,61984CJ0148
61997CJ0260,61984CJ0148
62008CJ0167,61984CJ0148
62000CJ0074,61984CJ0150
61994CJ0116,61984CJ0151
61984CJ0222,61984CJ0152
61985CJ0372,61984CJ0152
61986CJ0014,61984CJ0152
61986CJ0080,61984CJ0152
61987CJ0031,61984CJ0152
61988CJ0103,61984CJ0152
61989CJ0188,61984CJ0152
61989CJ0345,61984CJ0152
61991CJ0271,61984CJ0152
61992CJ0236,61984CJ0152
61994CJ0071,61984CJ0152
61994CJ0116,61984CJ0152
61994CJ0232,61984CJ0152
61994CJ0246,61984CJ0152
61995CJ0072,61984CJ0152
61995CJ0168,61984CJ0152
61995CJ0389,61984CJ0152
61996CJ0097,61984CJ0152
61996CJ0129,61984CJ0152
61996CJ0207,61984CJ0152
61997CJ0002,61984CJ0152
61997CJ0185,61984CJ0152
61998CJ0343,61984CJ0152
61998CJ0456,61984CJ0152
62000CJ0187,61984CJ0152
62002CJ0157,61984CJ0152
62002CJ0201,61984CJ0152
62006CJ0037,61984CJ0152
62006CJ0080,61984CJ0152
62006CJ0268,61984CJ0152
62007CJ0537,61984CJ0152
62007CJ0555,61984CJ0152
62009CJ0356,61984CJ0152
62009CJ0444,61984CJ0152
62009CO0298,61984CJ0152
62011CJ0061,61984CJ0152
62011CJ0614,61984CJ0152
62013CJ0291,61984CJ0152
62014CJ0441,61984CJ0152
61989CJ0117,61984CJ0153
62009CJ0016,61984CJ0153
61989CJ0231,61984CJ0155
62007CJ0125,61984CJ0156
62010CJ0539,61984CJ0156
61986CJ0039,61984CJ0157
61986CJ0197,61984CJ0157
61986CJ0256,61984CJ0157
62007CJ0269,61984CJ0157
61985CJ0244,61984CJ0160
61986CJ0058,61984CJ0160
62007CJ0204,61984CJ0160
62012CJ0382,61984CJ0161
62009CJ0369,61984CJ0162
62017CJ0390,61984CJ0162
62004CJ0248,61984CJ0165
62009CJ0152,61984CJ0165
61988CJ0040,61984CJ0166
61993CJ0393,61984CJ0166
61995CJ0028,61984CJ0166
61996CJ0253,61984CJ0166
61984CJ0283,61984CJ0168
61994CJ0327,61984CJ0168
61995CJ0260,61984CJ0168
62001CJ0155,61984CJ0168
62016CJ0033,61984CJ0168
61984CJ0169(01),61984CJ0169
61994CJ0068,61984CJ0169
61998CJ0106,61984CJ0169
62003CJ0078,61984CJ0169
62004CJ0525,61984CJ0169
62004CO0367,61984CJ0169
62005CJ0260,61984CJ0169
62006CJ0176,61984CJ0169
62006CJ0487,61984CJ0169
62007CJ0319,61984CJ0169
62016CJ0268,61984CJ0169
61985CJ0237,61984CJ0170
61986CJ0126,61984CJ0170
61988CJ0109,61984CJ0170
61988CJ0171,61984CJ0170
61991CJ0110,61984CJ0170
61993CJ0400,61984CJ0170
61999CJ0366,61984CJ0170
62007CJ0055,61984CJ0170
62011CJ0427,61984CJ0170
61984CJ0239,61984CJ0172
62016CJ0326,61984CJ0173
61994CJ0070,61984CJ0174
61994CJ0083,61984CJ0174
61986CJ0089,61984CJ0175
61986CJ0253,61984CJ0175
61988CJ0020,61984CJ0175
61988CO0151,61984CJ0175
61989CJ0096,61984CJ0175
61989CJ0104,61984CJ0175
61997CJ0310,61984CJ0175
61985CJ0407,61984CJ0178
61986CJ0090,61984CJ0178
61987CJ0274,61984CJ0178
61987CJ0298,61984CJ0178
61988CJ0018,61984CJ0178
61988CJ0362,61984CJ0178
61989CJ0205,61984CJ0178
61989CJ0241,61984CJ0178
61989CJ0269,61984CJ0178
61990CJ0042,61984CJ0178
61991CJ0013,61984CJ0178
61993CJ0017,61984CJ0178
61993CJ0046,61984CJ0178
62000CJ0121,61984CJ0178
62001CJ0420,61984CJ0178
62004CJ0366,61984CJ0178
62013CJ0115,61984CJ0178
61986CJ0203,61984CJ0179
61992CJ0353,61984CJ0179
61994CJ0254,61984CJ0179
61999CJ0056,61984CJ0179
61999CJ0462,61984CJ0179
62003CJ0283,61984CJ0179
62011CJ0373,61984CJ0179
61996CJ0161,61984CJ0181
61994CJ0051,61984CJ0182
62000CJ0012,61984CJ0182
62000CJ0014,61984CJ0182
62013CO0288,61984CJ0187
62013CO0289,61984CJ0187
62013CO0290,61984CJ0187
61997CJ0443,61984CJ0190
62017CJ0183,61984CJ0190
61985CJ0302,61984CJ0191
61995CJ0246,61984CJ0191
62011CJ0469,61984CJ0191
61984CJ0103,61984CJ0192
62001CJ0478,61984CJ0192
62001CJ0494,61984CJ0192
62003CJ0082,61984CJ0192
61985CJ0079,61984CJ0197
61991CJ0168,61984CJ0197
61987CJ0051,61984CJ0199
62001CJ0103,61984CJ0199
61993CJ0393,61984CJ0200
61993CJ0395,61984CJ0200
61995CJ0405,61984CJ0200
62003CJ0400,61984CJ0200
61995CJ0181,61984CJ0201
61983CJ0220,61984CJ0205
61983CJ0252,61984CJ0205
61984CJ0206,61984CJ0205
61989CJ0154,61984CJ0205
61989CJ0180,61984CJ0205
61989CJ0198,61984CJ0205
61990CJ0204,61984CJ0205
61990CJ0300,61984CJ0205
61994CJ0101,61984CJ0205
61994CJ0233,61984CJ0205
61996CJ0369,61984CJ0205
61997CJ0294,61984CJ0205
61998CJ0355,61984CJ0205
61999CJ0070,61984CJ0205
61999CJ0191,61984CJ0205
62001CJ0496,61984CJ0205
62002CJ0171,61984CJ0205
62003CJ0028,61984CJ0205
62006CJ0409,61984CJ0205
62007CJ0316,61984CJ0205
62008CJ0458,61984CJ0205
62009CJ0255,61984CJ0205
62009CO0298,61984CJ0205
62011CJ0577,61984CJ0205
62012CJ0475,61984CJ0205
62005CJ0341,61984CJ0206
62009CO0298,61984CJ0206
61985CJ0045,61984CJ0209
61985CJ0311,61984CJ0209
61986CJ0066,61984CJ0209
61989CJ0049,61984CJ0209
61991CJ0185,61984CJ0209
61992CJ0379,61984CJ0209
61993CJ0018,61984CJ0209
61999CJ0028,61984CJ0209
62008CJ0382,61984CJ0209
61985CJ0407,61984CJ0216
61986CJ0076,61984CJ0216
61986CJ0090,61984CJ0216
61987CJ0274,61984CJ0216
61987CJ0298,61984CJ0216
61994CJ0051,61984CJ0216
61998CJ0216,61984CJ0216
62000CJ0012,61984CJ0216
62000CJ0014,61984CJ0216
62002CJ0173,61984CJ0216
62016CJ0296,61984CJ0216
61984CJ0219(01),61984CJ0219
61993CJ0298,61984CJ0219
61993CJ0298,61984CJ0219(01)
62017CJ0722,61984CJ0220
61986CJ0222,61984CJ0222
61987CJ0097,61984CJ0222
61989CJ0260,61984CJ0222
61990CJ0019,61984CJ0222
61991CJ0097,61984CJ0222
61993CJ0013,61984CJ0222
61993CJ0450,61984CJ0222
61994CO0120,61984CJ0222
61995CO0399,61984CJ0222
61997CJ0414,61984CJ0222
61997CJ0418,61984CJ0222
61998CJ0007,61984CJ0222
61998CJ0423,61984CJ0222
61999CJ0110,61984CJ0222
61999CJ0366,61984CJ0222
61999CJ0424,61984CJ0222
61999CJ0476,61984CJ0222
62001CJ0186,61984CJ0222
62001CJ0482,61984CJ0222
62002CJ0327,61984CJ0222
62003CJ0136,61984CJ0222
62003CJ0203,61984CJ0222
62004CJ0023,61984CJ0222
62004CJ0506,61984CJ0222
62005CJ0145,61984CJ0222
62005CJ0283,61984CJ0222
62005CJ0337,61984CJ0222
62005CJ0432,61984CJ0222
62009CJ0447,61984CJ0222
62010CJ0430,61984CJ0222
62012CJ0093,61984CJ0222
62012CJ0356,61984CJ0222
62012CJ0474,61984CJ0222
62006CJ0183,61984CJ0223
61993CJ0323,61984CJ0226
61985CJ0058,61984CJ0227
62009CJ0369,61984CJ0228
62004CJ0288,61984CJ0232
61985CJ0259,61984CJ0234
61987CJ0142,61984CJ0234
61987CJ0301,61984CJ0234
61992CJ0135,61984CJ0234
61992CJ0278,61984CJ0234
61994CJ0241,61984CJ0234
62000CJ0074,61984CJ0234
62002CJ0276,61984CJ0234
62005CJ0049,61984CJ0234
62005CJ0344,61984CJ0234
62006CJ0059,61984CJ0234
62014CJ0590,61984CJ0234
61999CJ0162,61984CJ0235
62007CJ0306,61984CJ0235
61989CJ0306,61984CJ0237
62000CJ0074,61984CJ0239
61985CJ0260,61984CJ0240
61985CJ0277,61984CJ0240
61987CJ0171,61984CJ0240
61996CJ0026,61984CJ0240
61987CJ0323,61984CJ0243
61990CJ0345,61984CJ0246
61984CJ0176,61984CJ0247
61984CJ0178,61984CJ0247
61984CJ0304,61984CJ0247
61988CJ0369,61984CJ0247
61989CJ0095,61984CJ0247
61989CJ0293,61984CJ0247
61990CJ0042,61984CJ0247
61990CJ0344,61984CJ0247
61991CJ0013,61984CJ0247
61995CJ0169,61984CJ0248
61997CJ0075,61984CJ0248
61998CJ0015,61984CJ0248
61999CJ0310,61984CJ0248
62000CJ0113,61984CJ0248
62000CJ0114,61984CJ0248
62003CJ0088,61984CJ0248
61986CJ0039,61984CJ0249
61989CJ0297,61984CJ0249
61985CJ0067,61984CJ0250
61988CJ0167,61984CJ0250
61990CJ0027,61984CJ0250
61990CJ0063,61984CJ0250
61994CJ0150,61984CJ0250
61994CJ0284,61984CJ0250
62006CJ0005,61984CJ0250
61986CJ0326,61984CJ0253
62006CJ0497,61984CJ0253
61986CJ0043,61984CJ0254
61989CJ0227,61984CJ0254
61985CJ0260,61984CJ0255
61985CJ0277,61984CJ0255
61986CJ0294,61984CJ0255
61986CJ0304,61984CJ0255
61986CJ0305,61984CJ0255
61986CJ0320,61984CJ0255
61987CJ0156,61984CJ0255
61987CJ0157,61984CJ0255
61987CJ0171,61984CJ0255
61990CJ0104,61984CJ0255
62017CJ0100,61984CJ0255
61985CJ0260,61984CJ0256
61985CJ0277,61984CJ0256
61994CJ0150,61984CJ0256
61994CJ0284,61984CJ0256
61985CJ0260,61984CJ0258
61985CJ0277,61984CJ0258
61987CJ0171,61984CJ0258
61994CJ0150,61984CJ0258
61994CJ0284,61984CJ0258
61996CJ0026,61984CJ0258
61985CJ0260,61984CJ0260
61985CJ0277,61984CJ0260
61987CJ0171,61984CJ0260
61994CJ0150,61984CJ0260
61994CJ0284,61984CJ0260
61991CJ0328,61984CJ0262
61985CJ0145,61984CJ0266
61988CJ0357,61984CJ0266
61988CJ0358,61984CJ0266
61992CJ0050,61984CJ0266
61985CJ0279,61984CJ0269
61986CO0013,61984CJ0270
61998CJ0060,61984CJ0270
62000CJ0162,61984CJ0270
62000CJ0290,61984CJ0270
62005CJ0154,61984CJ0270
62008CJ0385,61984CJ0270
62009CJ0168,61984CJ0270
61998CJ0074,61984CJ0276
61991CJ0018,61984CJ0277
61995CJ0076,61984CJ0277
61984CJ0281,61984CJ0278
61986CJ0203,61984CJ0278
61994CJ0284,61984CJ0278
61998CJ0060,61984CJ0278
62000CJ0162,61984CJ0278
62008CJ0385,61984CJ0278
62009CJ0168,61984CJ0278
61988CJ0022,61984CJ0279
61988CJ0167,61984CJ0279
61989CJ0359,61984CJ0279
61993CJ0426,61984CJ0279
61997CJ0104,61984CJ0279
61986CJ0253,61984CJ0281
61987CJ0106,61984CJ0281
62006CO0325,61984CJ0281
62008CJ0335,61984CJ0281
61989CJ0030,61984CJ0283
61996CJ0116,61984CJ0283
61984CJ0254,61984CJ0284
61986CJ0022,61984CJ0284
61986CJ0043,61984CJ0284
61987CJ0368,61984CJ0284
61988CJ0293,61984CJ0284
61990CJ0010,61984CJ0284
61987CJ0360,61984CJ0291
61997CJ0071,61984CJ0291
62006CJ0327,61984CJ0291
61985CJ0206,61984CJ0293
61996CJ0328,61984CJ0293
61986CJ0127,61984CJ0294
61986CJ0181,61984CJ0294
61986CJ0252,61984CJ0295
61988CJ0093,61984CJ0295
61990CJ0109,61984CJ0295
61990CJ0200,61984CJ0295
61996CJ0028,61984CJ0295
61997CJ0437,61984CJ0295
62008CO0119,61984CJ0295
62017CJ0039,61984CJ0295
61986CJ0323,61984CJ0296
61986CJ0038,61984CJ0299
61989CJ0174,61984CJ0299
62004CJ0248,61984CJ0299
62016CJ0590,61984CJ0299
61986CJ0082,61984CJ0300
61985CJ0060,61984CJ0302
61994CJ0107,61984CJ0302
61996CJ0275,61984CJ0302
61998CJ0347,61984CJ0302
62002CJ0372,61984CJ0302
62006CJ0352,61984CJ0302
62017CJ0451,61984CJ0302
61987CJ0054,61984CJ0303
61988CJ0068,61984CJ0303
61984CJ0176,61984CJ0304
61984CJ0178,61984CJ0304
61989CJ0095,61984CJ0304
61989CJ0293,61984CJ0304
61990CJ0042,61984CJ0304
61990CJ0344,61984CJ0304
61991CJ0013,61984CJ0304
61993CJ0473,61984CJ0307
61984CJ0103,61984CJ0309
61988CJ0018,61984CJ0311
61988CJ0337,61984CJ0311
61989CJ0260,61984CJ0311
61990CJ0041,61984CJ0311
61990CJ0179,61984CJ0311
61995CJ0189,61984CJ0311
61997CJ0007,61984CJ0311
61997CO0361,61984CJ0311
62002CJ0236,61984CJ0311
62014CJ0098,61984CJ0311
61988CJ0363,61984CO0045
61993CJ0396,61984CO0135
61988CO0044,61984CO0141
61995CJ0130,61984CO0141
62000CO0471,61984CO0141
62000CO0474,61984CO0141
62000CO0476,61984CO0141
62000CO0477,61984CO0141
62000CO0478,61984CO0141
62000CO0479,61984CO0141
62008CO0060,61984CO0141
62006CJ0413,61984CO0142
61987CO0378,61984CO0240
61987CO0150,61984CO0256
61985CO0250,61984CO0258
61985CO0277,61984CO0258
61987CO0077,61984CO0258
61984CJ0270,61984CO0270
61987CJ0058,61985CJ0001
61998CJ0444,61985CJ0001
61987CJ0097,61985CJ0005
61995CJ0191,61985CJ0005
61987CJ0333,61985CJ0009
61988CJ0345,61985CJ0009
61987CJ0226,61985CJ0015
61995CJ0090,61985CJ0015
61999CJ0500,61985CJ0015
62003CJ0508,61985CJ0015
61986CJ0296,61985CJ0021
61994CJ0326,61985CJ0021
61996CJ0161,61985CJ0021
62006CJ0534,61985CJ0021
61986CJ0287,61985CJ0024
61991CJ0029,61985CJ0024
61995CJ0013,61985CJ0024
61999CJ0172,61985CJ0024
62000CJ0051,61985CJ0024
62001CJ0340,61985CJ0024
62002CJ0460,61985CJ0024
62004CJ0232,61985CJ0024
62005CJ0458,61985CJ0024
62007CJ0466,61985CJ0024
62009CJ0151,61985CJ0024
62014CJ0160,61985CJ0024
61985CJ0324,61985CJ0026
61986CJ0111,61985CJ0026
61998CJ0064,61985CJ0027
62000CJ0137,61985CJ0027
61986CJ0022,61985CJ0028
61989CJ0229,61985CJ0030
61990CJ0373,61985CJ0031
61995CJ0007,61985CJ0031
61995CJ0008,61985CJ0031
62012CJ0382,61985CJ0031
61988CJ0315,61985CJ0035
61988CJ0369,61985CJ0035
61989CJ0060,61985CJ0035
61991CJ0219,61985CJ0035
61998CJ0107,61985CJ0035
61999CJ0223,61985CJ0035
62000CJ0291,61985CJ0035
62000CO0307,61985CJ0035
62001CJ0056,61985CJ0035
62002CJ0092,61985CJ0035
62006CJ0084,61985CJ0035
62007CJ0002,61985CJ0035
62007CJ0403,61985CJ0035
62008CJ0115,61985CJ0035
61985CJ0259,61985CJ0040
61987CJ0301,61985CJ0040
61992CJ0135,61985CJ0040
61992CJ0278,61985CJ0040
61985CJ0152,61985CJ0042
61997CO0239,61985CJ0042
61999CJ0270,61985CJ0042
62009CO0112,61985CJ0042
62003CJ0150,61985CJ0044
62017CJ0558,61985CJ0044
62012CJ0136,61985CJ0045
62012CJ0382,61985CJ0045
61999CJ0451,61985CJ0050
61985CJ0242,61985CJ0052
61987CJ0224,61985CJ0052
62001CJ0062,61985CJ0052
62016CJ0326,61985CJ0052
61984CJ0142,61985CJ0053
61990CJ0312,61985CJ0053
61991CJ0047,61985CJ0053
61991CJ0067,61985CJ0053
61991CJ0199,61985CJ0053
62005CJ0362,61985CJ0053
62006CJ0373,61985CJ0053
62006CJ0450,61985CJ0053
62007CJ0370,61985CJ0053
62010CJ0463,61985CJ0053
62011CO0477,61985CJ0053
62012CJ0183,61985CJ0053
62012CJ0239,61985CJ0053
61988CJ0125,61985CJ0054
61992CJ0304,61985CJ0058
61993CJ0467,61985CJ0058
61995CJ0047,61985CJ0058
61997CJ0247,61985CJ0058
61985CJ0316,61985CJ0059
61987CJ0003,61985CJ0060
61990CJ0057,61985CJ0060
61993CJ0071,61985CJ0060
61994CJ0107,61985CJ0060
62002CJ0372,61985CJ0060
62010CJ0589,61985CJ0060
62013CJ0623,61985CJ0060
62015CJ0269,61985CJ0060
61999CJ0015,61985CJ0065
62004CJ0491,61985CJ0065
61986CJ0197,61985CJ0066
61987CJ0003,61985CJ0066
61987CJ0344,61985CJ0066
61988CJ0033,61985CJ0066
61990CJ0003,61985CJ0066
61990CJ0179,61985CJ0066
61991CJ0027,61985CJ0066
61993CJ0071,61985CJ0066
61993CJ0473,61985CJ0066
61994CJ0107,61985CJ0066
61996CJ0176,61985CJ0066
61998CJ0195,61985CJ0066
61999CJ0043,61985CJ0066
62000CJ0188,61985CJ0066
62001CJ0413,61985CJ0066
62002CJ0456,61985CJ0066
62002CJ0464,61985CJ0066
62004CJ0109,61985CJ0066
62005CJ0010,61985CJ0066
62005CJ0392,61985CJ0066
62007CJ0094,61985CJ0066
62007CJ0208,61985CJ0066
62008CJ0022,61985CJ0066
62009CJ0014,61985CJ0066
62011CJ0544,61985CJ0066
62012CJ0046,61985CJ0066
62013CJ0270,61985CJ0066
62017CJ0260,61985CJ0066
61989CJ0305,61985CJ0067
61994CJ0039,61985CJ0067
61996CJ0288,61985CJ0067
61998CJ0015,61985CJ0067
61998CJ0106,61985CJ0067
61999CJ0482,61985CJ0067
62000CJ0298,61985CJ0067
62003CO0182,61985CJ0067
62007CJ0222,61985CJ0067
62007CJ0319,61985CJ0067
62015CJ0472,61985CJ0067
61985CJ0286,61985CJ0071
61985CJ0384,61985CJ0071
61987CJ0080,61985CJ0071
61988CJ0102,61985CJ0071
61992CJ0236,61985CJ0071
61992CJ0343,61985CJ0071
61994CJ0246,61985CJ0071
61985CJ0168,61985CJ0072
62008CJ0512,61985CJ0072
61991CJ0074,61985CJ0073
61996CJ0318,61985CJ0073
61997CJ0414,61985CJ0073
62008CO0156,61985CJ0073
62012CJ0139,61985CJ0073
62001CJ0167,61985CJ0079
62015CJ0201,61985CJ0079
61986CJ0188,61985CJ0080
62015CJ0596,61985CJ0081
61994CJ0157,61985CJ0085
61994CJ0158,61985CJ0085
61994CJ0159,61985CJ0085
61996CJ0003,61985CJ0085
62002CJ0087,61985CJ0085
62003CJ0508,61985CJ0085
62007CJ0423,61985CJ0085
62011CJ0518,61985CJ0085
61988CJ0369,61985CJ0087
61989CJ0060,61985CJ0087
61998CJ0254,61985CJ0087
61985CJ0089(01),61985CJ0089
61985CO0089(04),61985CJ0089
61992CJ0049,61985CJ0089
61992CJ0199,61985CJ0089
61999CJ0176,61985CJ0089
61999CO0497,61985CJ0089
62000CJ0204,61985CJ0089
62008CJ0008,61985CJ0089
62010CJ0366,61985CJ0089
62012CJ0382,61985CJ0089
62015CJ0615,61985CJ0089
61985CO0089(04),61985CJ0089(01)
61999CJ0176,61985CJ0089(01)
61999CO0497,61985CJ0089(01)
62000CJ0204,61985CJ0089(01)
61990CJ0351,61985CJ0096
62007CO0483,61985CJ0097
61986CJ0267,61985CJ0098
61998CJ0258,61985CJ0098
62014CJ0477,61985CJ0098
62014CJ0547,61985CJ0098
61991CJ0220,61985CJ0103
62010CO0530,61985CJ0103
61991CJ0069,61985CJ0118
61991CJ0092,61985CJ0118
61998CJ0180,61985CJ0118
61999CJ0309,61985CJ0118
61996CJ0158,61985CJ0131
61985CJ0249,61985CJ0133
62001CJ0014,61985CJ0133
61989CJ0174,61985CJ0137
61992CJ0339,61985CJ0137
62000CJ0015,61985CJ0137
62000CJ0210,61985CJ0137
62001CJ0491,61985CJ0137
62002CJ0434,61985CJ0137
62003CJ0210,61985CJ0137
62003CJ0380,61985CJ0137
62010CJ0489,61985CJ0137
62012CJ0011,61985CJ0137
62016CJ0504,61985CJ0137
61985CJ0316,61985CJ0139
61986CJ0039,61985CJ0139
61986CJ0197,61985CJ0139
61988CJ0009,61985CJ0139
61989CJ0292,61985CJ0139
61996CJ0051,61985CJ0139
61996CJ0176,61985CJ0139
61998CJ0357,61985CJ0139
62001CJ0482,61985CJ0139
62008CJ0022,61985CJ0139
62009CJ0014,61985CJ0139
61997CJ0263,61985CJ0145
62006CJ0314,61985CJ0145
62007CJ0040,61985CJ0145
61985CO0146(01),61985CJ0146
61988CO0063,61985CJ0146
61996CJ0001,61985CJ0148
62007CJ0200,61985CJ0149
61985CJ0030,61985CJ0150
61990CJ0243,61985CJ0150
61994CJ0137,61985CJ0150
61985CJ0276,61985CJ0152
61985CJ0281,61985CJ0152
61989CJ0106,61985CJ0152
61991CO0059,61985CJ0152
61997CO0239,61985CJ0152
61999CO0007,61985CJ0152
62001CO0406,61985CJ0152
62009CJ0336,61985CJ0152
61996CJ0003,61985CJ0154
62001CJ0299,61985CJ0154
62003CJ0168,61985CJ0154
61981CJ0028,61985CJ0160
61981CJ0029,61985CJ0160
62011CO0348,61985CJ0162
61985CJ0422,61985CJ0166
61988CJ0363,61985CJ0167
61986CJ0074,61985CJ0168
61987CJ0038,61985CJ0168
61990CJ0058,61985CJ0168
61991CJ0235,61985CJ0168
61991CJ0236,61985CJ0168
61993CJ0046,61985CJ0168
61994CJ0334,61985CJ0168
61999CJ0160,61985CJ0168
61999CJ0162,61985CJ0168
62008CJ0512,61985CJ0168
61989CJ0011,61985CJ0183
62007CJ0256,61985CJ0183
62016CJ0529,61985CJ0183
61985CJ0193,61985CJ0184
61993CJ0469,61985CJ0184
61996CJ0343,61985CJ0184
62009CJ0102,61985CJ0184
61995CJ0166,61985CJ0185
62000CJ0378,61985CJ0185
61986CJ0076,61985CJ0186
62002CJ0092,61985CJ0186
62006CJ0449,61985CJ0186
62013CJ0647,61985CJ0186
62014CJ0408,61985CJ0186
62015CJ0690,61985CJ0186
61986CJ0121,61985CJ0187
61986CJ0121,61985CJ0188
61996CJ0066,61985CJ0192
61993CJ0469,61985CJ0193
61996CJ0343,61985CJ0193
62001CJ0387,61985CJ0193
62009CJ0102,61985CJ0193
61997CJ0233,61985CJ0194
62000CO0445,61985CJ0194
62003CJ0349,61985CJ0194
62008CJ0385,61985CJ0194
61994CJ0090,61985CJ0196
62001CJ0387,61985CJ0196
61993CJ0325,61985CJ0197
61994CJ0098,61985CJ0197
61996CJ0366,61985CJ0197
62010CJ0589,61985CJ0197
62011CJ0127,61985CJ0197
61992CJ0071,61985CJ0199
61994CJ0057,61985CJ0199
61994CJ0143,61985CJ0199
62002CJ0394,61985CJ0199
62005CJ0337,61985CJ0199
61986CJ0207,61985CJ0201
61988CJ0196,61985CJ0201
61988CJ0267,61985CJ0201
61989CJ0359,61985CJ0201
61990CJ0090,61985CJ0201
61991CJ0098,61985CJ0201
